"id","country","state","city","lat","lng","pop","pop_14","pop_15_64","pop_65","pop_age","pop_density","pop_death_rate"
"Abbeville, South Carolina, US","US","South Carolina","Abbeville",34.22333378,-82.46170658,24527,NA,NA,NA,NA,NA,NA
"Acadia, Louisiana, US","US","Louisiana","Acadia",30.2950649,-92.41419698,62045,NA,NA,NA,NA,NA,NA
"Accomack, Virginia, US","US","Virginia","Accomack",37.76707161,-75.63234615,32316,NA,NA,NA,NA,NA,NA
"Ada, Idaho, US","US","Idaho","Ada",43.4526575,-116.2415516,481587,NA,NA,NA,NA,NA,NA
"Adair, Iowa, US","US","Iowa","Adair",41.33075609,-94.47105874,7152,NA,NA,NA,NA,NA,NA
"Adair, Kentucky, US","US","Kentucky","Adair",37.10459774,-85.28129668,19202,NA,NA,NA,NA,NA,NA
"Adair, Missouri, US","US","Missouri","Adair",40.19058551,-92.60078167,25343,NA,NA,NA,NA,NA,NA
"Adair, Oklahoma, US","US","Oklahoma","Adair",35.88494195,-94.65859267,22194,NA,NA,NA,NA,NA,NA
"Adams, Colorado, US","US","Colorado","Adams",39.87432092,-104.3362578,517421,NA,NA,NA,NA,NA,NA
"Adams, Idaho, US","US","Idaho","Adams",44.89333571,-116.4545247,4294,NA,NA,NA,NA,NA,NA
"Adams, Illinois, US","US","Illinois","Adams",39.98815591,-91.18786813,65435,NA,NA,NA,NA,NA,NA
"Adams, Indiana, US","US","Indiana","Adams",40.7457653,-84.93671406,35777,NA,NA,NA,NA,NA,NA
"Adams, Iowa, US","US","Iowa","Adams",41.02903567,-94.69932645,3602,NA,NA,NA,NA,NA,NA
"Adams, Mississippi, US","US","Mississippi","Adams",31.47669768,-91.35326037,30693,NA,NA,NA,NA,NA,NA
"Adams, Nebraska, US","US","Nebraska","Adams",40.5244942,-98.50117804,31363,NA,NA,NA,NA,NA,NA
"Adams, North Dakota, US","US","North Dakota","Adams",46.09686891,-102.5285397,2216,NA,NA,NA,NA,NA,NA
"Adams, Ohio, US","US","Ohio","Adams",38.84541072,-83.4718964,27698,NA,NA,NA,NA,NA,NA
"Adams, Pennsylvania, US","US","Pennsylvania","Adams",39.87140411,-77.21610347,103009,NA,NA,NA,NA,NA,NA
"Adams, Washington, US","US","Washington","Adams",46.98299757,-118.5601734,19983,NA,NA,NA,NA,NA,NA
"Adams, Wisconsin, US","US","Wisconsin","Adams",43.96974651,-89.76782777,20220,NA,NA,NA,NA,NA,NA
"Addison, Vermont, US","US","Vermont","Addison",44.03217337,-73.14130877,36777,NA,NA,NA,NA,NA,NA
"Aiken, South Carolina, US","US","South Carolina","Aiken",33.54338026,-81.63645384,170872,NA,NA,NA,NA,NA,NA
"Aitkin, Minnesota, US","US","Minnesota","Aitkin",46.60962049,-93.4116826,15886,NA,NA,NA,NA,NA,NA
"Alachua, Florida, US","US","Florida","Alachua",29.67866525,-82.35928158,269043,NA,NA,NA,NA,NA,NA
"Alamance, North Carolina, US","US","North Carolina","Alamance",36.0434701,-79.39976137,169509,NA,NA,NA,NA,NA,NA
"Alameda, California, US","US","California","Alameda",37.64629437,-121.8929271,1671329,NA,NA,NA,NA,NA,NA
"Alamosa, Colorado, US","US","Colorado","Alamosa",37.57250606,-105.7885451,16233,NA,NA,NA,NA,NA,NA
"Albany, New York, US","US","New York","Albany",42.60060306,-73.97723916,305506,NA,NA,NA,NA,NA,NA
"Albany, Wyoming, US","US","Wyoming","Albany",41.65498705,-105.7235415,38880,NA,NA,NA,NA,NA,NA
"Albemarle, Virginia, US","US","Virginia","Albemarle",38.02080697,-78.55481085,109330,NA,NA,NA,NA,NA,NA
"Alcona, Michigan, US","US","Michigan","Alcona",44.6846864,-83.59507875,10405,NA,NA,NA,NA,NA,NA
"Alcorn, Mississippi, US","US","Mississippi","Alcorn",34.88084463,-88.57996173,36953,NA,NA,NA,NA,NA,NA
"Aleutians East, Alaska, US","US","Alaska","Aleutians East",55.32222414,-161.9722021,3337,NA,NA,NA,NA,NA,NA
"Aleutians West, Alaska, US","US","Alaska","Aleutians West",52.72541116,-110.4086433,5634,NA,NA,NA,NA,NA,NA
"Alexander, Illinois, US","US","Illinois","Alexander",37.18049267,-89.32910838,5761,NA,NA,NA,NA,NA,NA
"Alexander, North Carolina, US","US","North Carolina","Alexander",35.9223796,-81.17751948,37497,NA,NA,NA,NA,NA,NA
"Alexandria, Virginia, US","US","Virginia","Alexandria",38.814003,-77.08183073,159428,NA,NA,NA,NA,NA,NA
"Alfalfa, Oklahoma, US","US","Oklahoma","Alfalfa",36.73090616,-98.32408495,5702,NA,NA,NA,NA,NA,NA
"Alger, Michigan, US","US","Michigan","Alger",46.41292944,-86.60260122,9108,NA,NA,NA,NA,NA,NA
"Allamakee, Iowa, US","US","Iowa","Allamakee",43.28383218,-91.37860922,13687,NA,NA,NA,NA,NA,NA
"Allegan, Michigan, US","US","Michigan","Allegan",42.59147037,-85.89102866,118081,NA,NA,NA,NA,NA,NA
"Allegany, Maryland, US","US","Maryland","Allegany",39.62357628,-78.69280486,70416,NA,NA,NA,NA,NA,NA
"Allegany, New York, US","US","New York","Allegany",42.25748406,-78.02750466,46091,NA,NA,NA,NA,NA,NA
"Alleghany, North Carolina, US","US","North Carolina","Alleghany",36.49360862,-81.12857041,11137,NA,NA,NA,NA,NA,NA
"Alleghany, Virginia, US","US","Virginia","Alleghany",37.78636074,-80.00222498,14860,NA,NA,NA,NA,NA,NA
"Allegheny, Pennsylvania, US","US","Pennsylvania","Allegheny",40.46809875,-79.98167747,1216045,NA,NA,NA,NA,NA,NA
"Allen, Indiana, US","US","Indiana","Allen",41.09194313,-85.06800636,379299,NA,NA,NA,NA,NA,NA
"Allen, Kansas, US","US","Kansas","Allen",37.88582951,-95.30030847,12369,NA,NA,NA,NA,NA,NA
"Allen, Kentucky, US","US","Kentucky","Allen",36.75197631,-86.19457544,21315,NA,NA,NA,NA,NA,NA
"Allen, Louisiana, US","US","Louisiana","Allen",30.65385745,-92.82442028,25627,NA,NA,NA,NA,NA,NA
"Allen, Ohio, US","US","Ohio","Allen",40.77285242,-84.10802343,102351,NA,NA,NA,NA,NA,NA
"Allendale, South Carolina, US","US","South Carolina","Allendale",32.98837386,-81.35321066,8688,NA,NA,NA,NA,NA,NA
"Alpena, Michigan, US","US","Michigan","Alpena",45.03477666,-83.62212411,28405,NA,NA,NA,NA,NA,NA
"Alpine, California, US","US","California","Alpine",38.59678594,-119.8223594,1129,NA,NA,NA,NA,NA,NA
"Amador, California, US","US","California","Amador",38.44583082,-120.65696,39752,NA,NA,NA,NA,NA,NA
"Amelia, Virginia, US","US","Virginia","Amelia",37.34081025,-77.98584649,13145,NA,NA,NA,NA,NA,NA
"American Samoa, American Samoa, US","US","American Samoa","American Samoa",-14.271,-170.132,55641,NA,NA,NA,NA,NA,NA
"Amherst, Virginia, US","US","Virginia","Amherst",37.60308293,-79.14548696,31605,NA,NA,NA,NA,NA,NA
"Amite, Mississippi, US","US","Mississippi","Amite",31.17467303,-90.80501621,12297,NA,NA,NA,NA,NA,NA
"Anchorage, Alaska, US","US","Alaska","Anchorage",61.14998174,-149.1426986,288000,NA,NA,NA,NA,NA,NA
"Anderson, Kansas, US","US","Kansas","Anderson",38.21413251,-95.29272815,7858,NA,NA,NA,NA,NA,NA
"Anderson, Kentucky, US","US","Kentucky","Anderson",38.00671029,-84.99171713,22747,NA,NA,NA,NA,NA,NA
"Anderson, South Carolina, US","US","South Carolina","Anderson",34.51828081,-82.63959517,202558,NA,NA,NA,NA,NA,NA
"Anderson, Tennessee, US","US","Tennessee","Anderson",36.12684348,-84.19965764,76978,NA,NA,NA,NA,NA,NA
"Anderson, Texas, US","US","Texas","Anderson",31.81534745,-95.65354823,57735,NA,NA,NA,NA,NA,NA
"Andrew, Missouri, US","US","Missouri","Andrew",39.98492163,-94.80163024,17712,NA,NA,NA,NA,NA,NA
"Andrews, Texas, US","US","Texas","Andrews",32.30468633,-102.6376548,18705,NA,NA,NA,NA,NA,NA
"Androscoggin, Maine, US","US","Maine","Androscoggin",44.1664747,-70.20380627,108277,NA,NA,NA,NA,NA,NA
"Angelina, Texas, US","US","Texas","Angelina",31.25457347,-94.60901487,86715,NA,NA,NA,NA,NA,NA
"Anne Arundel, Maryland, US","US","Maryland","Anne Arundel",39.00670238,-76.60329337,579234,NA,NA,NA,NA,NA,NA
"Anoka, Minnesota, US","US","Minnesota","Anoka",45.27476015,-93.24604565,356921,NA,NA,NA,NA,NA,NA
"Anson, North Carolina, US","US","North Carolina","Anson",34.97403241,-80.09953279,24446,NA,NA,NA,NA,NA,NA
"Antelope, Nebraska, US","US","Nebraska","Antelope",42.17695516,-98.0666283,6298,NA,NA,NA,NA,NA,NA
"Antrim, Michigan, US","US","Michigan","Antrim",44.99690221,-85.15503082,23324,NA,NA,NA,NA,NA,NA
"Apache, Arizona, US","US","Arizona","Apache",35.39465006,-109.4892383,71887,NA,NA,NA,NA,NA,NA
"Appanoose, Iowa, US","US","Iowa","Appanoose",40.74324454,-92.86865906,12426,NA,NA,NA,NA,NA,NA
"Appling, Georgia, US","US","Georgia","Appling",31.74847232,-82.28909114,18386,NA,NA,NA,NA,NA,NA
"Appomattox, Virginia, US","US","Virginia","Appomattox",37.37569884,-78.81340003,15911,NA,NA,NA,NA,NA,NA
"Aransas, Texas, US","US","Texas","Aransas",28.10556197,-96.9995047,23510,NA,NA,NA,NA,NA,NA
"Arapahoe, Colorado, US","US","Colorado","Arapahoe",39.64977461,-104.3353617,656590,NA,NA,NA,NA,NA,NA
"Archer, Texas, US","US","Texas","Archer",33.61569967,-98.68754589,8553,NA,NA,NA,NA,NA,NA
"Archuleta, Colorado, US","US","Colorado","Archuleta",37.19474156,-107.0476867,14029,NA,NA,NA,NA,NA,NA
"Arenac, Michigan, US","US","Michigan","Arenac",44.0636262,-83.89277559,14883,NA,NA,NA,NA,NA,NA
"Arkansas, Arkansas, US","US","Arkansas","Arkansas",34.29145151,-91.37277296,17486,NA,NA,NA,NA,NA,NA
"Arlington, Virginia, US","US","Virginia","Arlington",38.8767675,-77.10139853,236842,NA,NA,NA,NA,NA,NA
"Armstrong, Pennsylvania, US","US","Pennsylvania","Armstrong",40.81665618,-79.46290811,64735,NA,NA,NA,NA,NA,NA
"Armstrong, Texas, US","US","Texas","Armstrong",34.96507426,-101.3574874,1887,NA,NA,NA,NA,NA,NA
"Aroostook, Maine, US","US","Maine","Aroostook",46.65926321,-68.59841248,67055,NA,NA,NA,NA,NA,NA
"Arthur, Nebraska, US","US","Nebraska","Arthur",41.56896142,-101.6959559,463,NA,NA,NA,NA,NA,NA
"Ascension, Louisiana, US","US","Louisiana","Ascension",30.20406249,-90.9132841,126604,NA,NA,NA,NA,NA,NA
"Ashe, North Carolina, US","US","North Carolina","Ashe",36.43296207,-81.49862729,27203,NA,NA,NA,NA,NA,NA
"Ashland, Ohio, US","US","Ohio","Ashland",40.84772277,-82.27280781,53484,NA,NA,NA,NA,NA,NA
"Ashland, Wisconsin, US","US","Wisconsin","Ashland",46.31956891,-90.67837132,15562,NA,NA,NA,NA,NA,NA
"Ashley, Arkansas, US","US","Arkansas","Ashley",33.19153461,-91.7698471,19657,NA,NA,NA,NA,NA,NA
"Ashtabula, Ohio, US","US","Ohio","Ashtabula",41.70860332,-80.74830218,97241,NA,NA,NA,NA,NA,NA
"Asotin, Washington, US","US","Washington","Asotin",46.18894415,-117.2022851,22582,NA,NA,NA,NA,NA,NA
"Assumption, Louisiana, US","US","Louisiana","Assumption",29.89946234,-91.06461642,21891,NA,NA,NA,NA,NA,NA
"Atascosa, Texas, US","US","Texas","Atascosa",28.89333001,-98.52730485,51153,NA,NA,NA,NA,NA,NA
"Atchison, Kansas, US","US","Kansas","Atchison",39.53185661,-95.30870026,16073,NA,NA,NA,NA,NA,NA
"Atchison, Missouri, US","US","Missouri","Atchison",40.43238737,-95.42970639,5143,NA,NA,NA,NA,NA,NA
"Athens, Ohio, US","US","Ohio","Athens",39.33425634,-82.04278644,65327,NA,NA,NA,NA,NA,NA
"Atkinson, Georgia, US","US","Georgia","Atkinson",31.29633502,-82.87545866,8165,NA,NA,NA,NA,NA,NA
"Atlantic, New Jersey, US","US","New Jersey","Atlantic",39.47538693,-74.65848483,263670,NA,NA,NA,NA,NA,NA
"Atoka, Oklahoma, US","US","Oklahoma","Atoka",34.37366573,-96.03802487,13758,NA,NA,NA,NA,NA,NA
"Attala, Mississippi, US","US","Mississippi","Attala",33.08658803,-89.57838564,18174,NA,NA,NA,NA,NA,NA
"Audrain, Missouri, US","US","Missouri","Audrain",39.215877,-91.84242683,25388,NA,NA,NA,NA,NA,NA
"Audubon, Iowa, US","US","Iowa","Audubon",41.6844628,-94.90581859,5496,NA,NA,NA,NA,NA,NA
"Auglaize, Ohio, US","US","Ohio","Auglaize",40.55998859,-84.2242143,45656,NA,NA,NA,NA,NA,NA
"Augusta, Virginia, US","US","Virginia","Augusta",38.16404586,-79.12461614,75558,NA,NA,NA,NA,NA,NA
"Aurora, South Dakota, US","US","South Dakota","Aurora",43.71757685,-98.56050467,2751,NA,NA,NA,NA,NA,NA
"Austin, Texas, US","US","Texas","Austin",29.88548725,-96.27736949,30032,NA,NA,NA,NA,NA,NA
"Autauga, Alabama, US","US","Alabama","Autauga",32.53952745,-86.64408227,55869,NA,NA,NA,NA,NA,NA
"Avery, North Carolina, US","US","North Carolina","Avery",36.07569796,-81.92308483,17557,NA,NA,NA,NA,NA,NA
"Avoyelles, Louisiana, US","US","Louisiana","Avoyelles",31.07796211,-92.00079449,40144,NA,NA,NA,NA,NA,NA
"Baca, Colorado, US","US","Colorado","Baca",37.31940883,-102.5603223,3581,NA,NA,NA,NA,NA,NA
"Bacon, Georgia, US","US","Georgia","Bacon",31.55456473,-82.45936528,11164,NA,NA,NA,NA,NA,NA
"Bailey, Texas, US","US","Texas","Bailey",34.06854817,-102.8299707,7000,NA,NA,NA,NA,NA,NA
"Baker, Florida, US","US","Florida","Baker",30.33060121,-82.28467476,29210,NA,NA,NA,NA,NA,NA
"Baker, Georgia, US","US","Georgia","Baker",31.32669878,-84.44218806,3038,NA,NA,NA,NA,NA,NA
"Baker, Oregon, US","US","Oregon","Baker",44.70915557,-117.6749883,16124,NA,NA,NA,NA,NA,NA
"Baldwin, Alabama, US","US","Alabama","Baldwin",30.72774991,-87.72207058,223234,NA,NA,NA,NA,NA,NA
"Baldwin, Georgia, US","US","Georgia","Baldwin",33.06882326,-83.24701748,44890,NA,NA,NA,NA,NA,NA
"Ballard, Kentucky, US","US","Kentucky","Ballard",37.05842757,-88.99427697,7888,NA,NA,NA,NA,NA,NA
"Baltimore City, Maryland, US","US","Maryland","Baltimore City",39.30211911,-76.61151012,593490,NA,NA,NA,NA,NA,NA
"Baltimore, Maryland, US","US","Maryland","Baltimore",39.45784712,-76.62911955,827370,NA,NA,NA,NA,NA,NA
"Bamberg, South Carolina, US","US","South Carolina","Bamberg",33.21927586,-81.05659969,14066,NA,NA,NA,NA,NA,NA
"Bandera, Texas, US","US","Texas","Bandera",29.74619598,-99.24598147,23112,NA,NA,NA,NA,NA,NA
"Banks, Georgia, US","US","Georgia","Banks",34.35607081,-83.49644388,19234,NA,NA,NA,NA,NA,NA
"Banner, Nebraska, US","US","Nebraska","Banner",41.54634427,-103.7114332,745,NA,NA,NA,NA,NA,NA
"Bannock, Idaho, US","US","Idaho","Bannock",42.67002716,-112.2233311,87808,NA,NA,NA,NA,NA,NA
"Baraga, Michigan, US","US","Michigan","Baraga",46.6720582,-88.36363591,8209,NA,NA,NA,NA,NA,NA
"Barber, Kansas, US","US","Kansas","Barber",37.2288586,-98.68460053,4427,NA,NA,NA,NA,NA,NA
"Barbour, Alabama, US","US","Alabama","Barbour",31.868263,-85.3871286,24686,NA,NA,NA,NA,NA,NA
"Barbour, West Virginia, US","US","West Virginia","Barbour",39.1307219,-80.00350858,16441,NA,NA,NA,NA,NA,NA
"Barnes, North Dakota, US","US","North Dakota","Barnes",46.93579637,-98.06605978,10415,NA,NA,NA,NA,NA,NA
"Barnstable, Massachusetts, US","US","Massachusetts","Barnstable",41.72980578,-70.28854339,212990,NA,NA,NA,NA,NA,NA
"Barnwell, South Carolina, US","US","South Carolina","Barnwell",33.26679302,-81.43584352,20866,NA,NA,NA,NA,NA,NA
"Barren, Kentucky, US","US","Kentucky","Barren",36.96469836,-85.93338945,44249,NA,NA,NA,NA,NA,NA
"Barron, Wisconsin, US","US","Wisconsin","Barron",45.42372701,-91.84833627,45244,NA,NA,NA,NA,NA,NA
"Barrow, Georgia, US","US","Georgia","Barrow",33.99148694,-83.71436292,83240,NA,NA,NA,NA,NA,NA
"Barry, Michigan, US","US","Michigan","Barry",42.59513984,-85.30834519,61550,NA,NA,NA,NA,NA,NA
"Barry, Missouri, US","US","Missouri","Barry",36.70978521,-93.82919888,35789,NA,NA,NA,NA,NA,NA
"Bartholomew, Indiana, US","US","Indiana","Bartholomew",39.20744865,-85.89558181,83779,NA,NA,NA,NA,NA,NA
"Barton, Kansas, US","US","Kansas","Barton",38.47889676,-98.75636726,25779,NA,NA,NA,NA,NA,NA
"Barton, Missouri, US","US","Missouri","Barton",37.50207671,-94.34757022,11754,NA,NA,NA,NA,NA,NA
"Bartow, Georgia, US","US","Georgia","Bartow",34.23732119,-84.83887523,107738,NA,NA,NA,NA,NA,NA
"Bastrop, Texas, US","US","Texas","Bastrop",30.10370699,-97.31206354,88723,NA,NA,NA,NA,NA,NA
"Bates, Missouri, US","US","Missouri","Bates",38.25271289,-94.34113157,16172,NA,NA,NA,NA,NA,NA
"Bath, Kentucky, US","US","Kentucky","Bath",38.14735938,-83.74588932,12500,NA,NA,NA,NA,NA,NA
"Bath, Virginia, US","US","Virginia","Bath",38.05852573,-79.73912095,4147,NA,NA,NA,NA,NA,NA
"Baxter, Arkansas, US","US","Arkansas","Baxter",36.28784385,-92.33782872,41932,NA,NA,NA,NA,NA,NA
"Bay, Florida, US","US","Florida","Bay",30.26548745,-85.62122584,174705,NA,NA,NA,NA,NA,NA
"Bay, Michigan, US","US","Michigan","Bay",43.70639106,-83.98731479,103126,NA,NA,NA,NA,NA,NA
"Bayfield, Wisconsin, US","US","Wisconsin","Bayfield",46.52868768,-91.19716729,15036,NA,NA,NA,NA,NA,NA
"Baylor, Texas, US","US","Texas","Baylor",33.61640794,-99.21352901,3509,NA,NA,NA,NA,NA,NA
"Beadle, South Dakota, US","US","South Dakota","Beadle",44.41464384,-98.27858469,18453,NA,NA,NA,NA,NA,NA
"Bear Lake, Idaho, US","US","Idaho","Bear Lake",42.28269683,-111.3289238,6125,NA,NA,NA,NA,NA,NA
"Beaufort, North Carolina, US","US","North Carolina","Beaufort",35.48531943,-76.84325809,46994,NA,NA,NA,NA,NA,NA
"Beaufort, South Carolina, US","US","South Carolina","Beaufort",32.39226291,-80.72619758,192122,NA,NA,NA,NA,NA,NA
"Beauregard, Louisiana, US","US","Louisiana","Beauregard",30.64836518,-93.34173616,37497,NA,NA,NA,NA,NA,NA
"Beaver, Oklahoma, US","US","Oklahoma","Beaver",36.7496847,-100.4758872,5311,NA,NA,NA,NA,NA,NA
"Beaver, Pennsylvania, US","US","Pennsylvania","Beaver",40.6825484,-80.34921611,163929,NA,NA,NA,NA,NA,NA
"Beaver, Utah, US","US","Utah","Beaver",38.35657051,-113.2342232,6710,NA,NA,NA,NA,NA,NA
"Beaverhead, Montana, US","US","Montana","Beaverhead",45.13434354,-112.8984694,9453,NA,NA,NA,NA,NA,NA
"Becker, Minnesota, US","US","Minnesota","Becker",46.93479392,-95.67158144,34423,NA,NA,NA,NA,NA,NA
"Beckham, Oklahoma, US","US","Oklahoma","Beckham",35.26862449,-99.68128023,21859,NA,NA,NA,NA,NA,NA
"Bedford, Pennsylvania, US","US","Pennsylvania","Bedford",40.00522157,-78.48998442,47888,NA,NA,NA,NA,NA,NA
"Bedford, Tennessee, US","US","Tennessee","Bedford",35.51123746,-86.45549096,49713,NA,NA,NA,NA,NA,NA
"Bedford, Virginia, US","US","Virginia","Bedford",37.3080028,-79.5281964,78997,NA,NA,NA,NA,NA,NA
"Bee, Texas, US","US","Texas","Bee",28.41761668,-97.74215593,32565,NA,NA,NA,NA,NA,NA
"Belknap, New Hampshire, US","US","New Hampshire","Belknap",43.51637314,-71.41684235,61303,NA,NA,NA,NA,NA,NA
"Bell, Kentucky, US","US","Kentucky","Bell",36.73355174,-83.67766671,26032,NA,NA,NA,NA,NA,NA
"Bell, Texas, US","US","Texas","Bell",31.03736027,-97.4785025,362924,NA,NA,NA,NA,NA,NA
"Belmont, Ohio, US","US","Ohio","Belmont",40.01625942,-80.9924051,67006,NA,NA,NA,NA,NA,NA
"Beltrami, Minnesota, US","US","Minnesota","Beltrami",47.97373527,-94.93732139,47188,NA,NA,NA,NA,NA,NA
"Ben Hill, Georgia, US","US","Georgia","Ben Hill",31.76095874,-83.22145359,16700,NA,NA,NA,NA,NA,NA
"Benewah, Idaho, US","US","Idaho","Benewah",47.21754179,-116.6586851,9298,NA,NA,NA,NA,NA,NA
"Bennett, South Dakota, US","US","South Dakota","Bennett",43.19486375,-101.6665572,3365,NA,NA,NA,NA,NA,NA
"Bennington, Vermont, US","US","Vermont","Bennington",43.03519828,-73.09048868,35470,NA,NA,NA,NA,NA,NA
"Benson, North Dakota, US","US","North Dakota","Benson",48.0683985,-99.35916363,6832,NA,NA,NA,NA,NA,NA
"Bent, Colorado, US","US","Colorado","Bent",37.95474293,-103.0720195,5577,NA,NA,NA,NA,NA,NA
"Benton, Arkansas, US","US","Arkansas","Benton",36.33644656,-94.25680817,279141,NA,NA,NA,NA,NA,NA
"Benton, Indiana, US","US","Indiana","Benton",40.60626947,-87.31093999,8748,NA,NA,NA,NA,NA,NA
"Benton, Iowa, US","US","Iowa","Benton",42.08011739,-92.06463573,25645,NA,NA,NA,NA,NA,NA
"Benton, Minnesota, US","US","Minnesota","Benton",45.69804958,-93.99514135,40889,NA,NA,NA,NA,NA,NA
"Benton, Mississippi, US","US","Mississippi","Benton",34.81681228,-89.18945516,8259,NA,NA,NA,NA,NA,NA
"Benton, Missouri, US","US","Missouri","Benton",38.29503305,-93.28756116,19443,NA,NA,NA,NA,NA,NA
"Benton, Oregon, US","US","Oregon","Benton",44.49167306,-123.4316987,93053,NA,NA,NA,NA,NA,NA
"Benton, Tennessee, US","US","Tennessee","Benton",36.07110411,-88.06849355,16160,NA,NA,NA,NA,NA,NA
"Benton, Washington, US","US","Washington","Benton",46.23946995,-119.5120834,204390,NA,NA,NA,NA,NA,NA
"Benzie, Michigan, US","US","Michigan","Benzie",44.63899297,-86.01608482,17766,NA,NA,NA,NA,NA,NA
"Bergen, New Jersey, US","US","New Jersey","Bergen",40.96010917,-74.07164325,932202,NA,NA,NA,NA,NA,NA
"Berkeley, South Carolina, US","US","South Carolina","Berkeley",33.20222596,-79.94654523,227907,NA,NA,NA,NA,NA,NA
"Berkeley, West Virginia, US","US","West Virginia","Berkeley",39.46704621,-78.02414609,119171,NA,NA,NA,NA,NA,NA
"Berks, Pennsylvania, US","US","Pennsylvania","Berks",40.41570541,-75.92457766,421164,NA,NA,NA,NA,NA,NA
"Berkshire, Massachusetts, US","US","Massachusetts","Berkshire",42.37428441,-73.20524838,124944,NA,NA,NA,NA,NA,NA
"Bernalillo, New Mexico, US","US","New Mexico","Bernalillo",35.05163625,-106.6703554,679121,NA,NA,NA,NA,NA,NA
"Berrien, Georgia, US","US","Georgia","Berrien",31.27590016,-83.2252992,19397,NA,NA,NA,NA,NA,NA
"Berrien, Michigan, US","US","Michigan","Berrien",41.95447397,-86.4131308,153401,NA,NA,NA,NA,NA,NA
"Bertie, North Carolina, US","US","North Carolina","Bertie",36.0688473,-76.96545943,18947,NA,NA,NA,NA,NA,NA
"Bethel, Alaska, US","US","Alaska","Bethel",60.90980451,-159.8561831,18386,NA,NA,NA,NA,NA,NA
"Bexar, Texas, US","US","Texas","Bexar",29.44928723,-98.52019748,2003554,NA,NA,NA,NA,NA,NA
"Bibb, Alabama, US","US","Alabama","Bibb",32.99642064,-87.1251146,22394,NA,NA,NA,NA,NA,NA
"Bibb, Georgia, US","US","Georgia","Bibb",32.80904227,-83.70489165,153159,NA,NA,NA,NA,NA,NA
"Bienville, Louisiana, US","US","Louisiana","Bienville",32.34569994,-93.05398492,13241,NA,NA,NA,NA,NA,NA
"Big Horn, Montana, US","US","Montana","Big Horn",45.42335905,-107.492347,13319,NA,NA,NA,NA,NA,NA
"Big Horn, Wyoming, US","US","Wyoming","Big Horn",44.52405055,-107.9960365,11790,NA,NA,NA,NA,NA,NA
"Big Stone, Minnesota, US","US","Minnesota","Big Stone",45.42712824,-96.41403739,4991,NA,NA,NA,NA,NA,NA
"Billings, North Dakota, US","US","North Dakota","Billings",47.02366884,-103.3762965,928,NA,NA,NA,NA,NA,NA
"Bingham, Idaho, US","US","Idaho","Bingham",43.2167288,-112.3978437,46811,NA,NA,NA,NA,NA,NA
"Black Hawk, Iowa, US","US","Iowa","Black Hawk",42.4704581,-92.30524729,131228,NA,NA,NA,NA,NA,NA
"Blackford, Indiana, US","US","Indiana","Blackford",40.47388153,-85.32499702,11758,NA,NA,NA,NA,NA,NA
"Bladen, North Carolina, US","US","North Carolina","Bladen",34.61296243,-78.56180059,32722,NA,NA,NA,NA,NA,NA
"Blaine, Idaho, US","US","Idaho","Blaine",43.4085812,-113.9752658,23021,NA,NA,NA,NA,NA,NA
"Blaine, Montana, US","US","Montana","Blaine",48.43175214,-108.9582723,6681,NA,NA,NA,NA,NA,NA
"Blaine, Nebraska, US","US","Nebraska","Blaine",41.91311716,-99.97677845,465,NA,NA,NA,NA,NA,NA
"Blaine, Oklahoma, US","US","Oklahoma","Blaine",35.87518314,-98.43307003,9429,NA,NA,NA,NA,NA,NA
"Blair, Pennsylvania, US","US","Pennsylvania","Blair",40.47961444,-78.34917412,121829,NA,NA,NA,NA,NA,NA
"Blanco, Texas, US","US","Texas","Blanco",30.26640707,-98.3999852,11931,NA,NA,NA,NA,NA,NA
"Bland, Virginia, US","US","Virginia","Bland",37.13128068,-81.13599391,6280,NA,NA,NA,NA,NA,NA
"Bleckley, Georgia, US","US","Georgia","Bleckley",32.43829035,-83.33035166,12873,NA,NA,NA,NA,NA,NA
"Bledsoe, Tennessee, US","US","Tennessee","Bledsoe",35.59942968,-85.20611967,15064,NA,NA,NA,NA,NA,NA
"Blount, Alabama, US","US","Alabama","Blount",33.98210918,-86.56790593,57826,NA,NA,NA,NA,NA,NA
"Blount, Tennessee, US","US","Tennessee","Blount",35.68938198,-83.92847788,133088,NA,NA,NA,NA,NA,NA
"Blue Earth, Minnesota, US","US","Minnesota","Blue Earth",44.03554215,-94.06699781,67653,NA,NA,NA,NA,NA,NA
"Boise, Idaho, US","US","Idaho","Boise",43.98829931,-115.7309284,7831,NA,NA,NA,NA,NA,NA
"Bolivar, Mississippi, US","US","Mississippi","Bolivar",33.79696941,-90.87372121,30628,NA,NA,NA,NA,NA,NA
"Bollinger, Missouri, US","US","Missouri","Bollinger",37.32449052,-90.02725304,12133,NA,NA,NA,NA,NA,NA
"Bon Homme, South Dakota, US","US","South Dakota","Bon Homme",42.98914167,-97.88592746,6901,NA,NA,NA,NA,NA,NA
"Bond, Illinois, US","US","Illinois","Bond",38.88829622,-89.43534887,16426,NA,NA,NA,NA,NA,NA
"Bonner, Idaho, US","US","Idaho","Bonner",48.29996017,-116.6017932,45739,NA,NA,NA,NA,NA,NA
"Bonneville, Idaho, US","US","Idaho","Bonneville",43.38713372,-111.6161537,119062,NA,NA,NA,NA,NA,NA
"Boone, Arkansas, US","US","Arkansas","Boone",36.3084504,-93.09374925,37432,NA,NA,NA,NA,NA,NA
